Id,IsDeleted,MasterRecordId,Name,LastName,FirstName,Salutation,Type,RecordTypeId,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,Website,PhotoUrl,Industry,AnnualRevenue,NumberOfEmployees,Description,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,IsPartner,IsCustomerPortal,PersonContactId,IsPersonAccount,PersonMailingStreet,PersonMailingCity,PersonMailingState,PersonMailingPostalCode,PersonMailingCountry,PersonMailingLatitude,PersonMailingLongitude,PersonMailingGeocodeAccuracy,PersonMailingAddress,PersonOtherStreet,PersonOtherCity,PersonOtherState,PersonOtherPostalCode,PersonOtherCountry,PersonOtherLatitude,PersonOtherLongitude,PersonOtherGeocodeAccuracy,PersonOtherAddress,PersonMobilePhone,PersonHomePhone,PersonOtherPhone,PersonAssistantPhone,PersonEmail,PersonTitle,PersonDepartment,PersonAssistantName,PersonLeadSource,PersonBirthdate,PersonLastCURequestDate,PersonLastCUUpdateDate,PersonEmailBouncedReason,PersonEmailBouncedDate,PersonIndividualId,Jigsaw,JigsawCompanyId,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId
0018c00002FHQViAAP,,,Associated Grocers,,,,Corporate,0128c000002iLr7AAE,,3501 Jeffrey Viaduct,Wintersside,AZ,,USA,,,,"{""city"":""Wintersside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AZ"",""street"":""3501 Jeffrey Viaduct""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQViAAP,Biotechnology,5481000,181,,0058c00000BTShSAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:24.000+0000,2/28/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Referral,,,,,1978,,,
0018c00002FHQVjAAP,,,Disney Institute,,,,Corporate,0128c000002iLr7AAE,,4002 Davis Cape,Charlesville,WA,,USA,,,,"{""city"":""Charlesville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""4002 Davis Cape""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVjAAP,Other,6287000,140,,0058c00000BTShSAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:44.000+0000,2/21/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marketing Event,,,,,1888,,,
0018c00002FHQVkAAP,,,CORT Business Services,,,,Corporate,0128c000002iLr7AAE,,88215 Michael Springs,East Ashley,IL,,USA,,,,"{""city"":""East Ashley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IL"",""street"":""88215 Michael Springs""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVkAAP,Construction,6559000,10,,0058c00000BTShdAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:39.000+0000,3/2/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,1933,,,
0018c00002FHQVlAAP,,,Metapa,,,,Corporate,0128c000002iLr7AAE,,60402 David Cape,New Christy,WA,,USA,,,,"{""city"":""New Christy"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""60402 David Cape""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVlAAP,Healthcare & Life Sciences,3502000,59,,0058c00000BTShcAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:31.000+0000,1/31/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marketing Event,,,,,1997,,,
0018c00002FHQVmAAP,,,Emulex Corp. / Bothell Facility Corp.,,,,Corporate,0128c000002iLr7AAE,,9878 Sue Heights,Taylormouth,ID,,USA,,,,"{""city"":""Taylormouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ID"",""street"":""9878 Sue Heights""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVmAAP,Hospitality,3542000,186,,0058c00000BTShQAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Media,,,,,1992,,,
0018c00002FHQVnAAP,,,Global Infotech Corporation,,,,Corporate,0128c000002iLr7AAE,,33597 Nicole Port,Port Debramouth,HI,,USA,,,,"{""city"":""Port Debramouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""HI"",""street"":""33597 Nicole Port""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVnAAP,Shipping,5502000,182,,0058c00000BTShPAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:41.000+0000,2/28/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community,,,,,1988,,,
0018c00002FHQVoAAP,,,TTI Asia,,,,Corporate,0128c000002iLr7AAE,,529 Vance Prairie,Lake Kelliview,WA,,USA,,,,"{""city"":""Lake Kelliview"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""529 Vance Prairie""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVoAAP,Banking,3043000,171,,0058c00000BTShSAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:56.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:33.000+0000,2/14/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Media,,,,,1919,,,
0018c00002FHQVpAAP,,,Payment Plus,,,,Corporate,0128c000002iLr7AAE,,6998 Linda Lakes,Brandimouth,AK,,USA,,,,"{""city"":""Brandimouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AK"",""street"":""6998 Linda Lakes""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVpAAP,Utilities,8909000,158,,0058c00000BTShbAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,1963,,,
0018c00002FHQVqAAP,,,Connections for Business,,,,Corporate,0128c000002iLr7AAE,,991 Sarah Spur,East Briantown,WI,,USA,,,,"{""city"":""East Briantown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WI"",""street"":""991 Sarah Spur""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVqAAP,Communications,7110000,174,,0058c00000BTShUAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:56.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,3/17/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inbound Call,,,,,1912,,,
0018c00002FHQVrAAP,,,Greenleaf Produce,,,,Corporate,0128c000002iLr7AAE,,59378 Julie Island,Jasonborough,IA,,USA,,,,"{""city"":""Jasonborough"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IA"",""street"":""59378 Julie Island""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVrAAP,Retail,2813000,11,,0058c00000BTShUAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,3/22/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Media,,,,,1972,,,
0018c00002FHQVsAAP,,,Punch Networks Corporation,,,,Corporate,0128c000002iLr7AAE,,021 Amanda Circle,Tuckerland,MI,,USA,,,,"{""city"":""Tuckerland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MI"",""street"":""021 Amanda Circle""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVsAAP,Construction,2774000,127,,0058c00000BTShdAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:56.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:09.000+0000,2/19/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marketing Event,,,,,1940,,,
0018c00002FHQVtAAP,,,Education Interface,,,,Corporate,0128c000002iLr7AAE,,13890 Martinez Glens,Powellside,IN,,USA,,,,"{""city"":""Powellside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IN"",""street"":""13890 Martinez Glens""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVtAAP,Government,9230000,21,,0058c00000BTShaAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Website,,,,,1951,,,
0018c00002FHQVuAAP,,,North Hills Signal Processing Corp,,,,Corporate,0128c000002iLr7AAE,,064 Frazier Crescent,Jeffersonmouth,HI,,USA,,,,"{""city"":""Jeffersonmouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""HI"",""street"":""064 Frazier Crescent""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVuAAP,Media,7695000,119,,0058c00000BTShbAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:23.000+0000,3/9/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data.com,,,,,1882,,,
0018c00002FHQVvAAP,,,Dimension Data Premier - CO,,,,Corporate,0128c000002iLr7AAE,,5878 Lawrence Fall,Amyside,IN,,USA,,,,"{""city"":""Amyside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IN"",""street"":""5878 Lawrence Fall""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVvAAP,Financial Services,4820000,198,,0058c00000BTShaAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:43.000+0000,3/22/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data.com,,,,,1897,,,
0018c00002FHQVwAAP,,,Dominion Digital,,,,Corporate,0128c000002iLr7AAE,,78104 Charles Passage,New James,MO,,USA,,,,"{""city"":""New James"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MO"",""street"":""78104 Charles Passage""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVwAAP,Other,7736000,169,,0058c00000BTSheAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:56.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,3/22/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,1979,,,
0018c00002FHQVxAAP,,,Vicon Solutions Inc,,,,Corporate,0128c000002iLr7AAE,,8420 Lori Plains,Lake John,OR,,USA,,,,"{""city"":""Lake John"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OR"",""street"":""8420 Lori Plains""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVxAAP,Biotechnology,8967000,219,,0058c00000BTShSAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:30.000+0000,2/16/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Media,,,,,1934,,,
0018c00002FHQVyAAP,,,PMRealty Advisors,,,,Corporate,0128c000002iLr7AAE,,17758 Shelby Coves,Estesfort,MO,,USA,,,,"{""city"":""Estesfort"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MO"",""street"":""17758 Shelby Coves""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVyAAP,Government,6044000,200,,0058c00000BTShfAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:29.000+0000,5/22/21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data.com,,,,,1906,,,
0018c00002FHQVzAAP,,,Cymatix,,,,Corporate,0128c000002iLr7AAE,,6286 Carolyn Cliff,Williamshire,OH,,USA,,,,"{""city"":""Williamshire"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OH"",""street"":""6286 Carolyn Cliff""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQVzAAP,Shipping,6532000,222,,0058c00000BTShUAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:43.000+0000,3/20/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inbound Call,,,,,1971,,,
0018c00002FHQW0AAP,,,Gas Equipment Company,,,,Corporate,0128c000002iLr7AAE,,4958 Richard Drive,Williamsshire,WY,,USA,,,,"{""city"":""Williamsshire"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WY"",""street"":""4958 Richard Drive""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQW0AAP,Retail,4167000,44,,0058c00000BTShQAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:50:23.000+0000,3/22/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data.com,,,,,1923,,,
0018c00002FHQW1AAP,,,Millennium Hotels & Resorts,,,,Corporate,0128c000002iLr7AAE,,64289 Jeremy Stream,Kathrynfurt,ND,,USA,,,,"{""city"":""Kathrynfurt"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ND"",""street"":""64289 Jeremy Stream""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQW1AAP,Banking,3470000,84,,0058c00000BTSheAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inbound Call,,,,,1918,,,
0018c00002FHQW2AAP,,,NetMercury,,,,Corporate,0128c000002iLr7AAE,,3138 Andrea Shoal,New Loganland,WA,,USA,,,,"{""city"":""New Loganland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""3138 Andrea Shoal""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQW2AAP,Utilities,7110000,25,,0058c00000BTShbAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:31.000+0000,2/24/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,1925,,,
0018c00002FHQW3AAP,,,Atofina Petrochemicals   Port Arthur,,,,Corporate,0128c000002iLr7AAE,,79585 Andrew Port,Wardmouth,ND,,USA,,,,"{""city"":""Wardmouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ND"",""street"":""79585 Andrew Port""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQW3AAP,Environmental,7327000,172,,0058c00000BTShaAAH,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:56.000+0000,0058c00000BTQK6AAP,2022-03-30T01:59:56.000+0000,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marketing Event,,,,,1945,,,
0018c00002FHQW4AAP,,,The Stop & Shop Supermarket Company,,,,Corporate,0128c000002iLr7AAE,,81504 Navarro Knoll,Lake Richard,AK,,USA,,,,"{""city"":""Lake Richard"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AK"",""street"":""81504 Navarro Knoll""}",,,,,,,,,,,,,/services/images/photo/0018c00002FHQW4AAP,Shipping,3886000,155,,0058c00000BTShPAAX,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-29T21:13:00.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:34.000+0000,3/12/22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partner,,,,,1997,,,
