Id,WhoId,WhatId,WhoCount,WhatCount,Subject,ActivityDate,Status,Priority,IsHighPriority,OwnerId,Description,Type,IsDeleted,AccountId,IsClosed,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,CallDurationInSeconds,CallType,CallDisposition,CallObject,ReminderDateTime,IsReminderSet,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateOnly,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,RecurrenceRegeneratedType,TaskSubtype
00T8c00003S69WCEAZ,,0018c00002GzxPDAAZ,0,1,Call to schedule sales presentation,08/04/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPDAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WDEAZ,,0018c00002GzxPDAAZ,0,1,Needs list from Prospect,08/11/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPDAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WGEAZ,,0018c00002GzxPDAAZ,0,1,Qualification notes,08/06/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPDAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WHEAZ,,0018c00002GzxPDAAZ,0,1,Call - Initial Discussion,08/05/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPDAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WLEAZ,,0018c00002GzxPGAAZ,0,1,Discovery call request,08/06/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPGAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WMEAZ,,0018c00002GzxPGAAZ,0,1,Intro call,08/08/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPGAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WOEAZ,,0018c00002GzxPHAAZ,0,1,Call - Initial Discussion,07/27/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPHAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WPEAZ,,0018c00002GzxPkAAJ,0,1,Product demo with team,07/31/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPkAAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WQEAZ,,0018c00002GzxPkAAJ,0,1,2nd Call,08/17/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPkAAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WREAZ,,0018c00002GzxQ6AAJ,0,1,Call to schedule sales presentation,08/06/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxQ6AAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WSEAZ,,0018c00002GzxPFAAZ,0,1,Call connect,08/05/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPFAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WTEAZ,,0018c00002GzxPFAAZ,0,1,2nd Call,08/08/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPFAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WUEAZ,,0018c00002GzxPFAAZ,0,1,Discovery call at 11AM,07/30/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPFAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WVEAZ,,0018c00002GzxPFAAZ,0,1,Sales Presentation Today,08/12/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPFAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WYEAZ,,0018c00002GzxPKAAZ,0,1,Manager deal update,07/27/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPKAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WbEAJ,,0018c00002GzxQ6AAJ,0,1,Follow up on status,08/04/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxQ6AAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WcEAJ,,0018c00002GzxPeAAJ,0,1,Prep Sales Presentation,08/04/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPeAAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WdEAJ,,0018c00002GzxPeAAJ,0,1,Left Voicemail: Update,08/09/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPeAAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WgEAJ,,0018c00002GzxPYAAZ,0,1,Qualification notes,08/27/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPYAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WhEAJ,,0018c00002GzxQ9AAJ,0,1,New notes,08/01/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxQ9AAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WiEAJ,,0018c00002GzxPjAAJ,0,1,New notes,07/27/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPjAAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WjEAJ,,0018c00002GzxPjAAJ,0,1,Sales Presentation Follow Up,08/13/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPjAAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WpEAJ,,0018c00002GzxPlAAJ,0,1,Send Thank You,07/29/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPlAAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WqEAJ,,0018c00002GzxPgAAJ,0,1,Call,08/06/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPgAAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WrEAJ,,0018c00002GzxPgAAJ,0,1,Needs list from Prospect,08/11/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPgAAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WsEAJ,,0018c00002GzxQ0AAJ,0,1,Demo,08/03/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxQ0AAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WtEAJ,,0018c00002GzxPRAAZ,0,1,New notes,08/17/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPRAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WuEAJ,,0018c00002GzxPQAAZ,0,1,Follow up on status,07/31/21,Not Started,Normal,,0058c00000BxzHkAAJ,,,,0018c00002GzxPQAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WvEAJ,,0018c00002GzxPQAAZ,0,1,Send new pricing,08/01/21,Not Started,Normal,,0058c00000BTQK6AAP,,,,0018c00002GzxPQAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WyEAJ,,0018c00002GzxPYAAZ,0,1,Needs list from Prospect,07/28/21,Not Started,Normal,,0058c00000BTQK6AAP,,,,0018c00002GzxPYAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69WzEAJ,,0018c00002GzxPYAAZ,0,1,Needs document from Prospect,08/01/21,Not Started,Normal,,0058c00000BTQK6AAP,,,,0018c00002GzxPYAAZ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
00T8c00003S69X2EAJ,,0018c00002GzxQ0AAJ,0,1,Send Thank You,07/27/21,Not Started,Normal,,0058c00000BTQK6AAP,,,,0018c00002GzxQ0AAJ,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,,0,,,,,,,,,,,,,,,,,,Task
