Id,WhoId,WhatId,WhoCount,WhatCount,Subject,Location,IsAllDayEvent,ActivityDateTime,sfdx shane:org:create -f config/project-scratch-def.json -d 1 -s --userprefix einstein -o discovery.demo,DurationInMinutes,StartDateTime,EndDateTime,Description,AccountId,OwnerId,Type,IsPrivate,ShowAs,IsDeleted,IsChild,IsGroupEvent,GroupEventType,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateTime,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,ReminderDateTime,IsReminderSet,EventSubtype
00U8c00000gS9FHEA0,,0068c00000odXKTAA2,0,1,Account Planning,,,2022-03-24T04:00:00.000+0000,03/23/22,18,2022-03-24T04:00:00.000+0000,2022-03-24T04:18:00.000+0000,,0018c00002FHQYsAAP,0058c00000BTSheAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FIEA0,,0068c00000odXvtAAE,0,1,Account Planning,,,2022-03-25T04:00:00.000+0000,03/24/22,51,2022-03-25T04:00:00.000+0000,2022-03-25T04:51:00.000+0000,,0018c00002FHR0hAAH,0058c00000BTShYAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FJEA0,,0068c00000odXw4AAE,0,1,Review Final Presentation,,,2021-05-23T04:00:00.000+0000,05/22/21,36,2021-05-23T04:00:00.000+0000,2021-05-23T04:36:00.000+0000,,0018c00002FHR0rAAH,0058c00000BTShWAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FKEA0,,0068c00000odY9VAAU,0,1,Develop Mutual Plan Document,,,2022-03-22T04:00:00.000+0000,03/21/22,26,2022-03-22T04:00:00.000+0000,2022-03-22T04:26:00.000+0000,,0018c00002FHRARAA5,0058c00000BTShUAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FLEA0,,0068c00000odXynAAE,0,1,Breakfast with CFO,,,2022-03-22T04:00:00.000+0000,03/21/22,10,2022-03-22T04:00:00.000+0000,2022-03-22T04:10:00.000+0000,,0018c00002FHR2nAAH,0058c00000BTSheAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FMEA0,,0068c00000odXqNAAU,0,1,Meeting w/ VP Sales,,,2022-03-17T04:00:00.000+0000,03/16/22,66,2022-03-17T04:00:00.000+0000,2022-03-17T05:06:00.000+0000,,0018c00002FHQwhAAH,0058c00000BTSheAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FNEA0,,0068c00000odXSDAA2,0,1,Account Review,,,2022-03-23T04:00:00.000+0000,03/22/22,23,2022-03-23T04:00:00.000+0000,2022-03-23T04:23:00.000+0000,,0018c00002FHQeZAAX,0058c00000BTShRAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FOEA0,,0068c00000odXKEAA2,0,1,Training Class,,,2022-02-13T05:00:00.000+0000,02/12/22,52,2022-02-13T05:00:00.000+0000,2022-02-13T05:52:00.000+0000,,0018c00002FHQYgAAP,0058c00000BTShaAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FPEA0,,0068c00000odXsiAAE,0,1,Training Class,,,2022-02-13T05:00:00.000+0000,02/12/22,42,2022-02-13T05:00:00.000+0000,2022-02-13T05:42:00.000+0000,,0018c00002FHQyRAAX,0058c00000BTShUAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FQEA0,,0068c00000odXd8AAE,0,1,Training,,,2022-01-26T05:00:00.000+0000,01/25/22,73,2022-01-26T05:00:00.000+0000,2022-01-26T06:13:00.000+0000,,0018c00002FHQmWAAX,0058c00000BTShSAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FREA0,,0068c00000odXQ2AAM,0,1,Training,,,2022-02-14T05:00:00.000+0000,02/13/22,56,2022-02-14T05:00:00.000+0000,2022-02-14T05:56:00.000+0000,,0018c00002FHQd2AAH,0058c00000BTSheAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FSEA0,,0068c00000odXNmAAM,0,1,Customer Briefing,,,2022-02-19T05:00:00.000+0000,02/18/22,47,2022-02-19T05:00:00.000+0000,2022-02-19T05:47:00.000+0000,,0018c00002FHQbRAAX,0058c00000BTShUAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FTEA0,,0068c00000odXavAAE,0,1,Manager Off-Site,,,2021-06-21T04:00:00.000+0000,06/20/21,55,2021-06-21T04:00:00.000+0000,2021-06-21T04:55:00.000+0000,,0018c00002FHQktAAH,0058c00000BTShaAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FUEA0,,0068c00000odXP4AAM,0,1,Manager Off-Site,,,2021-06-06T04:00:00.000+0000,06/05/21,11,2021-06-06T04:00:00.000+0000,2021-06-06T04:11:00.000+0000,,0018c00002FHQcLAAX,0058c00000BTSheAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FVEA0,,0068c00000odXTiAAM,0,1,Executive Offsite,,,2021-06-06T04:00:00.000+0000,06/05/21,71,2021-06-06T04:00:00.000+0000,2021-06-06T05:11:00.000+0000,,0018c00002FHQfgAAH,0058c00000BTShaAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FWEA0,,0068c00000odXLSAA2,0,1,Deal Review,,,2022-03-22T04:00:00.000+0000,03/21/22,54,2022-03-22T04:00:00.000+0000,2022-03-22T04:54:00.000+0000,,0018c00002FHQZYAA5,0058c00000BTShbAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FXEA0,,0068c00000odXnmAAE,0,1,Team Meeting,,,2022-03-27T04:00:00.000+0000,03/26/22,67,2022-03-27T04:00:00.000+0000,2022-03-27T05:07:00.000+0000,,0018c00002FHQucAAH,0058c00000BTShWAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FYEA0,,0068c00000odXu9AAE,0,1,Customer Progress Check-In,,,2022-03-24T04:00:00.000+0000,03/23/22,36,2022-03-24T04:00:00.000+0000,2022-03-24T04:36:00.000+0000,,0018c00002FHQzSAAX,0058c00000BTSheAAH,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FZEA0,,0068c00000odXjiAAE,0,1,Coaching 1:1,,,2022-03-25T04:00:00.000+0000,03/24/22,54,2022-03-25T04:00:00.000+0000,2022-03-25T04:54:00.000+0000,,0018c00002FHQraAAH,0058c00000BTShXAAX,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FaEAK,,0068c00000odYACAA2,0,1,Pipeline 1:1,,,2022-03-30T04:00:00.000+0000,03/29/22,12,2022-03-30T04:00:00.000+0000,2022-03-30T04:12:00.000+0000,,0018c00002FHRAlAAP,0058c00000BTShbAAH,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FbEAK,,0068c00000odXTqAAM,0,1,Confirming Final Contract Details,,,2022-03-23T04:00:00.000+0000,03/22/22,40,2022-03-23T04:00:00.000+0000,2022-03-23T04:40:00.000+0000,,0018c00002FHQfmAAH,0058c00000BTShdAAH,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FcEAK,,0068c00000odXpnAAE,0,1,Next 1:1 with Linda,,,2022-03-29T04:00:00.000+0000,03/28/22,12,2022-03-29T04:00:00.000+0000,2022-03-29T04:12:00.000+0000,,0018c00002FHQwFAAX,0058c00000BTShfAAH,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FdEAK,,0068c00000odYFaAAM,0,1,Next 1:1 with Ted,,,2022-03-29T04:00:00.000+0000,03/28/22,67,2022-03-29T04:00:00.000+0000,2022-03-29T05:07:00.000+0000,,0018c00002FHRErAAP,0058c00000BTShcAAH,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FeEAK,,0068c00000odY2FAAU,0,1,Next 1:1,,,2022-03-22T04:00:00.000+0000,03/21/22,66,2022-03-22T04:00:00.000+0000,2022-03-22T05:06:00.000+0000,,0018c00002FHR5CAAX,0058c00000BTShYAAX,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FfEAK,,0068c00000odXrtAAE,0,1,Pipeline 1:1,,,2022-03-22T04:00:00.000+0000,03/21/22,65,2022-03-22T04:00:00.000+0000,2022-03-22T05:05:00.000+0000,,0018c00002FHQxpAAH,0058c00000BTShfAAH,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FgEAK,,0068c00000odYHfAAM,0,1,Weekly team meeting,,,2022-03-22T04:00:00.000+0000,03/21/22,43,2022-03-22T04:00:00.000+0000,2022-03-22T04:43:00.000+0000,,0018c00002FHRGWAA5,0058c00000BTSheAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FhEAK,,0068c00000odXXXAA2,0,1,Discovery and qualification call,,,2022-03-22T04:00:00.000+0000,03/21/22,74,2022-03-22T04:00:00.000+0000,2022-03-22T05:14:00.000+0000,,0018c00002FHQiKAAX,0058c00000BTShbAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FiEAK,,0068c00000odXinAAE,0,1,Onsite customer workshop,,,2022-03-30T04:00:00.000+0000,03/29/22,45,2022-03-30T04:00:00.000+0000,2022-03-30T04:45:00.000+0000,,0018c00002FHQqmAAH,0058c00000BTShUAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FjEAK,,0068c00000odYCcAAM,0,1,Mobile Best Practices Session,,,2022-03-23T04:00:00.000+0000,03/22/22,12,2022-03-23T04:00:00.000+0000,2022-03-23T04:12:00.000+0000,,0018c00002FHRCfAAP,0058c00000BTShbAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FkEAK,,0068c00000odXGWAA2,0,1,Pipeline Review,,,2022-03-23T04:00:00.000+0000,03/22/22,37,2022-03-23T04:00:00.000+0000,2022-03-23T04:37:00.000+0000,,0018c00002FHQVwAAP,0058c00000BTSheAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FlEAK,,0068c00000odXMNAA2,0,1,Board presentation run-through,,,2022-03-23T04:00:00.000+0000,03/22/22,43,2022-03-23T04:00:00.000+0000,2022-03-23T04:43:00.000+0000,,0018c00002FHQaMAAX,0058c00000BTShcAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FmEAK,,0068c00000odY0zAAE,0,1,Closing Meeting,,,2022-03-23T04:00:00.000+0000,03/22/22,59,2022-03-23T04:00:00.000+0000,2022-03-23T04:59:00.000+0000,,0018c00002FHR4NAAX,0058c00000BTShWAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FnEAK,,0068c00000odXmrAAE,0,1,Territory Plan Review,,,2022-03-25T04:00:00.000+0000,03/24/22,38,2022-03-25T04:00:00.000+0000,2022-03-25T04:38:00.000+0000,,0018c00002FHQtsAAH,0058c00000BTShZAAX,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FoEAK,,0068c00000odXbvAAE,0,1,Close plan review with customer,,,2022-03-29T04:00:00.000+0000,03/28/22,6,2022-03-29T04:00:00.000+0000,2022-03-29T04:06:00.000+0000,,0018c00002FHQlcAAH,0058c00000BTShbAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FpEAK,,0068c00000odXnZAAU,0,1,Project stakeholder update,,,2022-04-05T04:00:00.000+0000,04/04/22,47,2022-04-05T04:00:00.000+0000,2022-04-05T04:47:00.000+0000,,0018c00002FHQuTAAX,0058c00000BTShfAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FqEAK,,0068c00000odXWLAA2,0,1,Internal team strategy meeting,,,2022-03-27T04:00:00.000+0000,03/26/22,54,2022-03-27T04:00:00.000+0000,2022-03-27T04:54:00.000+0000,,0018c00002FHQhZAAX,0058c00000BTShRAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FrEAK,,0068c00000odXNmAAM,0,1,Discovery call,,,2022-03-25T04:00:00.000+0000,03/24/22,44,2022-03-25T04:00:00.000+0000,2022-03-25T04:44:00.000+0000,,0018c00002FHQbRAAX,0058c00000BTShUAAX,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FsEAK,,0068c00000odY7KAAU,0,1,Post-meeting follow-up,,,2022-03-28T04:00:00.000+0000,03/27/22,60,2022-03-28T04:00:00.000+0000,2022-03-28T05:00:00.000+0000,,0018c00002FHR8qAAH,0058c00000BTSheAAH,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FtEAK,,0068c00000odXIOAA2,0,1,Discovery meeting with key executives,,,2022-04-03T04:00:00.000+0000,04/02/22,39,2022-04-03T04:00:00.000+0000,2022-04-03T04:39:00.000+0000,,0018c00002FHQXJAA5,0058c00000BTShRAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FuEAK,,0068c00000odY8sAAE,0,1,Call with Director of Marketing,,,2022-03-29T04:00:00.000+0000,03/28/22,16,2022-03-29T04:00:00.000+0000,2022-03-29T04:16:00.000+0000,,0018c00002FHR9xAAH,0058c00000BTShPAAX,Call,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FvEAK,,0068c00000odXzUAAU,0,1,Demonstration to Board of Directors,,,2022-04-01T04:00:00.000+0000,03/31/22,52,2022-04-01T04:00:00.000+0000,2022-04-01T04:52:00.000+0000,,0018c00002FHR3GAAX,0058c00000BTShXAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FwEAK,,0068c00000odXJvAAM,0,1,Discovery Call with Customer,,,2022-03-25T04:00:00.000+0000,03/24/22,71,2022-03-25T04:00:00.000+0000,2022-03-25T05:11:00.000+0000,,0018c00002FHQYQAA5,0058c00000BTShdAAH,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,,,,,,,,,,,,,,,Event
00U8c00000gS9FxEAK,,0068c00000odY1jAAE,0,1,Discovery Meeting with CIO,,,2022-03-24T04:00:00.000+0000,03/23/22,74,2022-03-24T04:00:00.000+0000,2022-03-24T05:14:00.000+0000,,0018c00002FHR4qAAH,0058c00000BTShZAAX,Meeting,,Busy,,,,,2022-03-30T02:59:20.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:21.000+0000,0058c00000BTQK6AAP,2022-03-30T02:59:22.000+0000,,,,,,,,,,,,,,,Event
