Id,WhoId,WhatId,Subject,ActivityDate,Status,Priority,IsHighPriority,OwnerId,Description,IsDeleted,AccountId,IsClosed,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,CallDurationInSeconds,CallType,CallDisposition,CallObject,ReminderDateTime,IsReminderSet,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateOnly,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,RecurrenceRegeneratedType,TaskSubtype
00T3F00000NRjd9UAD,,0063F00000S5zLLQAZ,Lead Source Details,2022-03-18,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyfRQAS,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdAUAT,,0063F00000S6025QAB,Lead Source Details,2022-03-22,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzAzQAK,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdBUAT,,0063F00000S5z7dQAB,Lead Source Details,2022-03-25,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyVWQA0,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdCUAT,,0063F00000S5zmKQAR,Lead Source Details,2022-03-24,Completed,Normal,,0053F00000D3CCPQA3,,,0013F00000oUyzcQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdDUAT,,0063F00000S5z6HQAR,Lead Source Details,2022-03-18,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyUNQA0,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdEUAT,,0063F00000S5zpBQAR,Lead Source Details,2022-02-28,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUz1cQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdFUAT,,0063F00000S5zYnQAJ,Lead Source Details,2022-02-10,Completed,Normal,,0053F00000D3CCPQA3,,,0013F00000oUypZQAS,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdGUAT,,0063F00000S5zc3QAB,Lead Source Details,2022-03-25,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUysFQAS,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdHUAT,,0063F00000S5zxOQAR,Lead Source Details,2022-03-17,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz7OQAS,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdIUAT,,0063F00000S5zLpQAJ,Lead Source Details,2022-03-22,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyfoQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdJUAT,,0063F00000S60G0QAJ,Lead Source Details,2022-03-17,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUzLxQAK,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdKUAT,,0063F00000S5zZHQAZ,Sent Equipment Lease Details,2022-01-06,Completed,Normal,,0053F00000D3CCQQA3,,,0013F00000oUypvQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdLUAT,,0063F00000S5zx3QAB,Email: Prospect Success Day,2022-03-02,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz76QAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdMUAT,,0063F00000S60ElQAJ,Lead Source Details,2022-03-22,Completed,Normal,,0053F00000D3CCQQA3,,,0013F00000oUzKwQAK,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdNUAT,,0063F00000S5zWsQAJ,Lead Source Details,2022-03-19,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyoBQAS,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdOUAT,,0063F00000S5zvYQAR,Lead Source Details,2022-03-20,Completed,Normal,,0053F00000D3CCPQA3,,,0013F00000oUz5zQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdPUAT,,0063F00000S5ztjQAB,Lead Source Details,2022-03-22,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz4jQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdQUAT,,0063F00000S5zLvQAJ,Lead Source Details,2022-03-22,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyfsQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdRUAT,,0063F00000S5zjVQAR,Email: Prospect Success Day,2022-03-19,Completed,Normal,,0053F00000D3CCQQA3,,,0013F00000oUyxdQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdSUAT,,0063F00000S5zegQAB,Finalize Contract and Discuss Terms,2022-03-21,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyu8QAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdTUAT,,0063F00000S60FjQAJ,Lead Source Details,2022-03-20,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzLhQAK,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdUUAT,,0063F00000S5zCbQAJ,Lead Source Details,2022-03-20,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyZAQA0,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdVUAT,,0063F00000S5zu1QAB,Lead Source Details,2022-03-22,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz50QAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdWUAT,,0063F00000S5zZBQAZ,Lead Source Details,2022-03-22,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyprQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdXUAT,,0063F00000S5zbNQAR,Lead Source Details,2022-03-18,Completed,Normal,,0053F00000D3CCQQA3,,,0013F00000oUyrkQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdYUAT,,0063F00000S5zvmQAB,Lead Source Details,2022-03-25,Completed,Normal,,0053F00000D3CCQQA3,,,0013F00000oUz6AQAS,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdZUAT,,0063F00000S5zXdQAJ,Mass Email: TCO Whitepaper,2022-02-09,Completed,Normal,,0053F00000D3CCQQA3,,,0013F00000oUyohQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdaUAD,,0063F00000S60BjQAJ,Mass Email: TCO Whitepaper,2022-02-08,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUzIWQA0,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdbUAD,,0063F00000S5zNAQAZ,Mass Email: TCO Whitepaper,2022-02-03,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUygnQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdcUAD,,0063F00000S5zi1QAB,Email: Learn the True Total Cost of Ownership.,2022-01-23,Completed,Normal,,0053F00000D3CCQQA3,,,0013F00000oUywSQAS,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjddUAD,,0063F00000S5z2YQAR,Email: Executive Speaker Series Invitation,2022-01-25,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyRmQAK,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdeUAD,,0063F00000S5zHJQAZ,Send Thank You,2022-03-13,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUycVQAS,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdfUAD,,0063F00000S5z9fQAB,Call for update,2022-01-28,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyX0QAK,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdgUAD,,0063F00000S5zRAQAZ,Send new pricing,2022-03-13,Completed,Normal,,0053F00000D3CCNQA3,,,0013F00000oUyjoQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdhUAD,,0063F00000S6069QAB,Discovery call,2022-04-20,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUzEBQA0,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdiUAD,,0063F00000S5zOdQAJ,Left Voicemail: Introduction,2022-03-19,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyhvQAC,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdjUAD,,0063F00000S6018QAB,Review Updated Sales Presentation,2022-04-25,Not Started,Normal,,0053F00000D3CCPQA3,,,0013F00000oUzAEQA0,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdkUAD,,0063F00000S5zCtQAJ,Tradeshow Preparation,2022-03-13,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyZLQA0,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdlUAD,,0063F00000S5zp6QAB,Lead Follow Up - Tradeshow,2022-04-24,Not Started,Normal,,0053F00000D3CCNQA3,,,0013F00000oUz1XQAS,,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
00T3F00000NRjdmUAD,,0063F00000S5z1XQAR,Email: Re: Partner Upsell Opportunities,2022-03-13,Completed,Normal,,0053F00000D3CCOQA3,,,0013F00000oUyQyQAK,1,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:37.000+0000,0053F00000D31WiQAJ,2022-04-05T14:39:38.000+0000,,,,,,,,,,,,,,,,,,,,Task
