Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,Website,PhotoUrl,Industry,AnnualRevenue,NumberOfEmployees,Description,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,IsCustomerPortal,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,Contract__c,Maintenance__c,Tenure__c,Insurance__c,Payment_Method__c,Points__c,Monthly_Charges__c,Gender__c,Age__c
0013F00000oUyQXQA0,,,Cipient Networks Inc,Corporate,,5546 Rubio Cliff,East Tonya,AK,,USA,,,,"{""city"":""East Tonya"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AK"",""street"":""5546 Rubio Cliff""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQXQA0,Utilities,6969000,84,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-23,,,,,,Community,,,,,,,,,,
0013F00000oUyQYQA0,,,Alvion Technologies,Corporate,,2970 Aaron Viaduct,Lake Katherine,NE,,USA,,,,"{""city"":""Lake Katherine"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""NE"",""street"":""2970 Aaron Viaduct""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQYQA0,Financial Services,9179000,197,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,,,,,,,Partner,,,,,,,,,,
0013F00000oUyQZQA0,,,Lone Star Circuits,Corporate,,50931 Gill Garden,Lake Thomas,CA,,USA,,,,"{""city"":""Lake Thomas"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":""50931 Gill Garden""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQZQA0,Healthcare & Life Sciences,9190000,98,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-02-22,,,,,,Marketing Event,,,,,,,,,,
0013F00000oUyQaQAK,,,e  bots Consulting Services,Corporate,,6248 Meagan Port,Oneillshire,HI,,USA,,,,"{""city"":""Oneillshire"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""HI"",""street"":""6248 Meagan Port""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQaQAK,Recreation,2499000,184,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-02-23,,,,,,Data.com,,,,,,,,,,
0013F00000oUyQbQAK,,,Foreshock,Corporate,,006 Wendy Trafficway,Port Janiceburgh,NE,,USA,,,,"{""city"":""Port Janiceburgh"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""NE"",""street"":""006 Wendy Trafficway""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQbQAK,Electronics,5284000,235,,0053F00000D3CCNQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,,,,,,,Website,,,,,,,,,,
0013F00000oUyQcQAK,,,Cenquest,Corporate,,0434 Kayla Loop,North Michael,OH,,USA,,,,"{""city"":""North Michael"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OH"",""street"":""0434 Kayla Loop""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQcQAK,Retail,9910000,138,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-15,,,,,,Partner,,,,,,,,,,
0013F00000oUyQdQAK,,,Aries Inc,Corporate,,2826 Santos Knoll,Chelsealand,AZ,,USA,,,,"{""city"":""Chelsealand"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AZ"",""street"":""2826 Santos Knoll""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQdQAK,Hospitality,2169000,204,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-12,,,,,,Website,,,,,,,,,,
0013F00000oUyQeQAK,,,SmartPartner.com,Corporate,,2481 Joel Park,Port Tammymouth,IL,,USA,,,,"{""city"":""Port Tammymouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IL"",""street"":""2481 Joel Park""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQeQAK,Machinery,2444000,207,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-06,,,,,,Cold Call,,,,,,,,,,
0013F00000oUyQfQAK,,,Coviant,Corporate,,5851 Caitlyn Underpass,Henrychester,IA,,USA,,,,"{""city"":""Henrychester"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IA"",""street"":""5851 Caitlyn Underpass""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQfQAK,Chemicals,5931000,84,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,,,,,,,Cold Call,,,,,,,,,,
0013F00000oUyQgQAK,,,Associated Grocers,Corporate,,3501 Jeffrey Viaduct,Wintersside,AZ,,USA,,,,"{""city"":""Wintersside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AZ"",""street"":""3501 Jeffrey Viaduct""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQgQAK,Biotechnology,5481000,181,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-02-28,,,,,,Referral,,,,,,,,,,
0013F00000oUyQhQAK,,,Disney Institute,Corporate,,4002 Davis Cape,Charlesville,WA,,USA,,,,"{""city"":""Charlesville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""4002 Davis Cape""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQhQAK,Other,6287000,140,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-02-21,,,,,,Marketing Event,,,,,,,,,,
0013F00000oUyQiQAK,,,CORT Business Services,Corporate,,88215 Michael Springs,East Ashley,IL,,USA,,,,"{""city"":""East Ashley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IL"",""street"":""88215 Michael Springs""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQiQAK,Construction,6559000,10,,0053F00000D3CCNQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-02,,,,,,Partner,,,,,,,,,,
0013F00000oUyQjQAK,,,Metapa,Corporate,,60402 David Cape,New Christy,WA,,USA,,,,"{""city"":""New Christy"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""60402 David Cape""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQjQAK,Healthcare & Life Sciences,3502000,59,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-01-31,,,,,,Marketing Event,,,,,,,,,,
0013F00000oUyQkQAK,,,Emulex Corp. / Bothell Facility Corp.,Corporate,,9878 Sue Heights,Taylormouth,ID,,USA,,,,"{""city"":""Taylormouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ID"",""street"":""9878 Sue Heights""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQkQAK,Hospitality,3542000,186,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,,,,,,,Social Media,,,,,,,,,,
0013F00000oUyQlQAK,,,Global Infotech Corporation,Corporate,,33597 Nicole Port,Port Debramouth,HI,,USA,,,,"{""city"":""Port Debramouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""HI"",""street"":""33597 Nicole Port""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQlQAK,Shipping,5502000,182,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-02-28,,,,,,Community,,,,,,,,,,
0013F00000oUyQmQAK,,,TTI Asia,Corporate,,529 Vance Prairie,Lake Kelliview,WA,,USA,,,,"{""city"":""Lake Kelliview"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""529 Vance Prairie""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQmQAK,Banking,3043000,171,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-02-14,,,,,,Social Media,,,,,,,,,,
0013F00000oUyQnQAK,,,Payment Plus,Corporate,,6998 Linda Lakes,Brandimouth,AK,,USA,,,,"{""city"":""Brandimouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AK"",""street"":""6998 Linda Lakes""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQnQAK,Utilities,8909000,158,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,,,,,,,Partner,,,,,,,,,,
0013F00000oUyQoQAK,,,Connections for Business,Corporate,,991 Sarah Spur,East Briantown,WI,,USA,,,,"{""city"":""East Briantown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WI"",""street"":""991 Sarah Spur""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQoQAK,Communications,7110000,174,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-17,,,,,,Inbound Call,,,,,,,,,,
0013F00000oUyQpQAK,,,Greenleaf Produce,Corporate,,59378 Julie Island,Jasonborough,IA,,USA,,,,"{""city"":""Jasonborough"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IA"",""street"":""59378 Julie Island""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQpQAK,Retail,2813000,11,,0053F00000D3CCNQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-22,,,,,,Social Media,,,,,,,,,,
0013F00000oUyQqQAK,,,Punch Networks Corporation,Corporate,,021 Amanda Circle,Tuckerland,MI,,USA,,,,"{""city"":""Tuckerland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MI"",""street"":""021 Amanda Circle""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQqQAK,Construction,2774000,127,,0053F00000D3CCNQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-02-19,,,,,,Marketing Event,,,,,,,,,,
0013F00000oUyQrQAK,,,Education Interface,Corporate,,13890 Martinez Glens,Powellside,IN,,USA,,,,"{""city"":""Powellside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IN"",""street"":""13890 Martinez Glens""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQrQAK,Government,9230000,21,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,,,,,,,Website,,,,,,,,,,
0013F00000oUyQsQAK,,,North Hills Signal Processing Corp,Corporate,,064 Frazier Crescent,Jeffersonmouth,HI,,USA,,,,"{""city"":""Jeffersonmouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""HI"",""street"":""064 Frazier Crescent""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQsQAK,Media,7695000,119,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-09,,,,,,Data.com,,,,,,,,,,
0013F00000oUyQtQAK,,,Dimension Data Premier - CO,Corporate,,5878 Lawrence Fall,Amyside,IN,,USA,,,,"{""city"":""Amyside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""IN"",""street"":""5878 Lawrence Fall""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQtQAK,Financial Services,4820000,198,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-22,,,,,,Data.com,,,,,,,,,,
0013F00000oUyQuQAK,,,Dominion Digital,Corporate,,78104 Charles Passage,New James,MO,,USA,,,,"{""city"":""New James"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MO"",""street"":""78104 Charles Passage""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQuQAK,Other,7736000,169,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-22,,,,,,Partner,,,,,,,,,,
0013F00000oUyQvQAK,,,Vicon Solutions Inc,Corporate,,8420 Lori Plains,Lake John,OR,,USA,,,,"{""city"":""Lake John"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OR"",""street"":""8420 Lori Plains""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQvQAK,Biotechnology,8967000,219,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-02-16,,,,,,Social Media,,,,,,,,,,
0013F00000oUyQwQAK,,,PMRealty Advisors,Corporate,,17758 Shelby Coves,Estesfort,MO,,USA,,,,"{""city"":""Estesfort"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MO"",""street"":""17758 Shelby Coves""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQwQAK,Government,6044000,200,,0053F00000D3CCNQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2022-05-22,,,,,,Data.com,,,,,,,,,,
0013F00000oUyQxQAK,,,Cymatix,Corporate,,6286 Carolyn Cliff,Williamshire,OH,,USA,,,,"{""city"":""Williamshire"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OH"",""street"":""6286 Carolyn Cliff""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQxQAK,Shipping,6532000,222,,0053F00000D3CCQQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-20,,,,,,Inbound Call,,,,,,,,,,
0013F00000oUyQyQAK,,,Gas Equipment Company,Corporate,,4958 Richard Drive,Williamsshire,WY,,USA,,,,"{""city"":""Williamsshire"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WY"",""street"":""4958 Richard Drive""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQyQAK,Retail,4167000,44,,0053F00000D3CCOQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-03-22,,,,,,Data.com,,,,,,,,,,
0013F00000oUyQzQAK,,,Millennium Hotels & Resorts,Corporate,,64289 Jeremy Stream,Kathrynfurt,ND,,USA,,,,"{""city"":""Kathrynfurt"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ND"",""street"":""64289 Jeremy Stream""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyQzQAK,Banking,3470000,84,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,,,,,,,Inbound Call,,,,,,,,,,
0013F00000oUyR0QAK,,,NetMercury,Corporate,,3138 Andrea Shoal,New Loganland,WA,,USA,,,,"{""city"":""New Loganland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""WA"",""street"":""3138 Andrea Shoal""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyR0QAK,Utilities,7110000,25,,0053F00000D3CCNQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,2023-02-24,,,,,,Partner,,,,,,,,,,
0013F00000oUyR1QAK,,,Atofina Petrochemicals   Port Arthur,Corporate,,79585 Andrew Port,Wardmouth,ND,,USA,,,,"{""city"":""Wardmouth"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""ND"",""street"":""79585 Andrew Port""}",,,,,,,,,,,,,/services/images/photo/0013F00000oUyR1QAK,Environmental,7327000,172,,0053F00000D3CCPQA3,2023-04-05T12:19:32.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,0053F00000D31WiQAJ,2023-04-06T22:18:07.000+0000,,,,,,,Marketing Event,,,,,,,,,,
